School Name,Board,State,City/District,Email ID,Contact Number
Adarsh International Branch 26,NIOS,Kerala,District 72,contact@adarshinternationalbranch26.edu.in,035-3994418
Vidya Mandir International Branch 29,IB,Madhya Pradesh,District 377,contact@vidyamandirinternationalbranch29.edu.in,065-2004543
Navodaya Vidyalaya Branch 71,NIOS,Maharashtra,District 429,contact@navodayavidyalayabranch71.edu.in,060-9058070
Vivekananda High School Branch 90,State Board,Manipur,District 151,contact@vivekanandahighschoolbranch90.edu.in,019-6706648
KV Primary School Branch 24,IB,Meghalaya,District 170,contact@kvprimaryschoolbranch24.edu.in,032-9272454
Heritage Academy Branch 46,State Board,Mizoram,District 43,contact@heritageacademybranch46.edu.in,044-6799778
Vivekananda Convent Branch 83,ICSE,Nagaland,District 230,contact@vivekanandaconventbranch83.edu.in,035-9157074
Bharatiya Academy Branch 33,State Board,Odisha,District 544,contact@bharatiyaacademybranch33.edu.in,073-7915633
Government High School Branch 33,CBSE,Punjab,District 194,contact@governmenthighschoolbranch33.edu.in,014-9944247
Carmel High School Branch 21,ICSE,Rajasthan,District 681,contact@carmelhighschoolbranch21.edu.in,020-8233540
Adarsh International Branch 56,CBSE,Sikkim,District 474,contact@adarshinternationalbranch56.edu.in,033-3691673
Global Primary School Branch 10,IB,Tamil Nadu,District 87,contact@globalprimaryschoolbranch10.edu.in,055-7503353
Vivekananda Vidyalaya Branch 73,IB,Telangana,District 5,contact@vivekanandavidyalayabranch73.edu.in,035-2230632
Navodaya Primary School Branch 92,IB,Tripura,District 678,contact@navodayaprimaryschoolbranch92.edu.in,095-1666043
Adarsh Vidyalaya Branch 46,State Board,Uttar Pradesh,District 405,contact@adarshvidyalayabranch46.edu.in,041-1499047
St. Joseph's Primary School Branch 100,ICSE,Uttarakhand,District 473,contact@stjosephsprimaryschoolbranch100.edu.in,094-1036488
Saraswati Vidyalaya Branch 6,IB,West Bengal,District 94,contact@saraswatividyalayabranch6.edu.in,019-2193248
Greenwood Primary School Branch 46,NIOS,Andaman and Nicobar Islands,District 389,contact@greenwoodprimaryschoolbranch46.edu.in,084-4403105
St. Joseph's Vidyalaya Branch 28,IGCSE,Chandigarh,District 437,contact@stjosephsvidyalayabranch28.edu.in,090-2280022
Tagore Vidyalaya Branch 26,ICSE,Dadra and Nagar Haveli,District 365,contact@tagorevidyalayabranch26.edu.in,031-2828211
Global High School Branch 10,IGCSE,Lakshadweep,District 410,contact@globalhighschoolbranch10.edu.in,064-8747426
Carmel Vidyalaya Branch 66,IB,Delhi,District 514,contact@carmelvidyalayabranch66.edu.in,028-1207400
Tagore Vidyalaya Branch 54,ICSE,Puducherry,District 343,contact@tagorevidyalayabranch54.edu.in,076-4827047
Carmel Secondary School Branch 79,ICSE,Ladakh,District 614,contact@carmelsecondaryschoolbranch79.edu.in,066-8835595
St. Joseph's Public School Branch 29,IGCSE,Jammu and Kashmir,District 457,contact@stjosephspublicschoolbranch29.edu.in,013-3551673
Model Public School Branch 8,IB,Andhra Pradesh,District 374,contact@modelpublicschoolbranch8.edu.in,063-4972349
Model Convent Branch 59,IGCSE,Arunachal Pradesh,District 514,contact@modelconventbranch59.edu.in,029-3117963
Navodaya Primary School Branch 17,IB,Assam,District 696,contact@navodayaprimaryschoolbranch17.edu.in,019-2420163
KV Convent Branch 9,IGCSE,Bihar,District 335,contact@kvconventbranch9.edu.in,011-8404866
Saraswati Primary School Branch 63,NIOS,Chhattisgarh,District 260,contact@saraswatiprimaryschoolbranch63.edu.in,061-3009762
Bharatiya International Branch 74,State Board,Goa,District 540,contact@bharatiyainternationalbranch74.edu.in,035-3803584
Tagore High School Branch 57,IGCSE,Gujarat,District 561,contact@tagorehighschoolbranch57.edu.in,085-2873926
Bharatiya Primary School Branch 87,CBSE,Haryana,District 691,contact@bharatiyaprimaryschoolbranch87.edu.in,081-8170686
KV High School Branch 50,IB,Himachal Pradesh,District 80,contact@kvhighschoolbranch50.edu.in,091-8493464
St. Joseph's Secondary School Branch 77,IGCSE,Jharkhand,District 49,contact@stjosephssecondaryschoolbranch77.edu.in,014-4550241
KV Vidyalaya Branch 15,ICSE,Karnataka,District 550,contact@kvvidyalayabranch15.edu.in,067-7980465
Carmel Vidyalaya Branch 99,State Board,Kerala,District 3,contact@carmelvidyalayabranch99.edu.in,026-3113733
Vivekananda High School Branch 24,NIOS,Madhya Pradesh,District 657,contact@vivekanandahighschoolbranch24.edu.in,057-4641677
New Era Vidyalaya Branch 68,CBSE,Maharashtra,District 97,contact@neweravidyalayabranch68.edu.in,072-8922880
Army High School Branch 100,IGCSE,Manipur,District 273,contact@armyhighschoolbranch100.edu.in,054-6594695
Vidya Mandir High School Branch 50,ICSE,Meghalaya,District 223,contact@vidyamandirhighschoolbranch50.edu.in,094-6327896
Adarsh Convent Branch 80,IB,Mizoram,District 564,contact@adarshconventbranch80.edu.in,084-1155403
Army Public School Branch 74,ICSE,Nagaland,District 144,contact@armypublicschoolbranch74.edu.in,088-7324516
Vidya Mandir Convent Branch 97,IGCSE,Odisha,District 477,contact@vidyamandirconventbranch97.edu.in,098-1826406
Carmel Public School Branch 66,State Board,Punjab,District 495,contact@carmelpublicschoolbranch66.edu.in,016-5415259
Global Public School Branch 83,IGCSE,Rajasthan,District 3,contact@globalpublicschoolbranch83.edu.in,056-2315583
Government Convent Branch 12,CBSE,Sikkim,District 428,contact@governmentconventbranch12.edu.in,020-5216896
KV Secondary School Branch 63,State Board,Tamil Nadu,District 265,contact@kvsecondaryschoolbranch63.edu.in,073-7300269
Vidya Mandir Convent Branch 95,CBSE,Telangana,District 399,contact@vidyamandirconventbranch95.edu.in,060-3608551
Bharatiya International Branch 79,State Board,Tripura,District 500,contact@bharatiyainternationalbranch79.edu.in,036-8040199
Heritage High School Branch 78,NIOS,Uttar Pradesh,District 29,contact@heritagehighschoolbranch78.edu.in,066-5202621
Greenwood Secondary School Branch 64,IB,Uttarakhand,District 643,contact@greenwoodsecondaryschoolbranch64.edu.in,017-2521768
Navodaya Convent Branch 43,IB,West Bengal,District 654,contact@navodayaconventbranch43.edu.in,092-5671194
Navodaya Public School Branch 81,State Board,Andaman and Nicobar Islands,District 36,contact@navodayapublicschoolbranch81.edu.in,030-5656812
Carmel Public School Branch 17,IB,Chandigarh,District 147,contact@carmelpublicschoolbranch17.edu.in,013-6033925
Bharatiya High School Branch 18,CBSE,Dadra and Nagar Haveli,District 671,contact@bharatiyahighschoolbranch18.edu.in,097-6297176
Vidya Mandir High School Branch 19,CBSE,Lakshadweep,District 475,contact@vidyamandirhighschoolbranch19.edu.in,022-1901382
Global Primary School Branch 52,State Board,Delhi,District 499,contact@globalprimaryschoolbranch52.edu.in,057-5392259
Carmel Vidyalaya Branch 35,State Board,Puducherry,District 603,contact@carmelvidyalayabranch35.edu.in,092-8610364
Saraswati Academy Branch 5,NIOS,Ladakh,District 128,contact@saraswatiacademybranch5.edu.in,027-4566958
Heritage Convent Branch 30,IB,Jammu and Kashmir,District 17,contact@heritageconventbranch30.edu.in,011-5533151
Model Convent Branch 9,NIOS,Andhra Pradesh,District 259,contact@modelconventbranch9.edu.in,043-8081277
New Era Vidyalaya Branch 40,IB,Arunachal Pradesh,District 229,contact@neweravidyalayabranch40.edu.in,050-7526918
Tagore Convent Branch 67,IGCSE,Assam,District 652,contact@tagoreconventbranch67.edu.in,081-3604798
Heritage International Branch 83,ICSE,Bihar,District 225,contact@heritageinternationalbranch83.edu.in,010-3654899
Greenwood Primary School Branch 93,CBSE,Chhattisgarh,District 160,contact@greenwoodprimaryschoolbranch93.edu.in,070-4328513
Model Secondary School Branch 17,IGCSE,Goa,District 645,contact@modelsecondaryschoolbranch17.edu.in,087-7623521
Tagore International Branch 64,CBSE,Gujarat,District 463,contact@tagoreinternationalbranch64.edu.in,038-2248934
KV High School Branch 20,CBSE,Haryana,District 47,contact@kvhighschoolbranch20.edu.in,053-6862878
Vidya Mandir International Branch 72,NIOS,Himachal Pradesh,District 403,contact@vidyamandirinternationalbranch72.edu.in,096-7794330
Bharatiya Academy Branch 16,IB,Jharkhand,District 209,contact@bharatiyaacademybranch16.edu.in,057-6228252
Bharatiya Convent Branch 5,IB,Karnataka,District 307,contact@bharatiyaconventbranch5.edu.in,086-2312529
Bharatiya Secondary School Branch 94,IB,Kerala,District 262,contact@bharatiyasecondaryschoolbranch94.edu.in,096-8876511
KV Vidyalaya Branch 3,NIOS,Madhya Pradesh,District 315,contact@kvvidyalayabranch3.edu.in,047-8402292
Tagore High School Branch 53,NIOS,Maharashtra,District 459,contact@tagorehighschoolbranch53.edu.in,022-4869951
Vivekananda Convent Branch 28,CBSE,Manipur,District 453,contact@vivekanandaconventbranch28.edu.in,043-1328547
Model Academy Branch 60,IGCSE,Meghalaya,District 12,contact@modelacademybranch60.edu.in,045-3243544
Navodaya Public School Branch 61,CBSE,Mizoram,District 242,contact@navodayapublicschoolbranch61.edu.in,010-9566801
Government Academy Branch 36,ICSE,Nagaland,District 478,contact@governmentacademybranch36.edu.in,011-2530749
Government Vidyalaya Branch 63,IGCSE,Odisha,District 522,contact@governmentvidyalayabranch63.edu.in,097-1661563
Vidya Mandir Convent Branch 36,ICSE,Punjab,District 66,contact@vidyamandirconventbranch36.edu.in,031-4647102
Tagore Vidyalaya Branch 33,NIOS,Rajasthan,District 356,contact@tagorevidyalayabranch33.edu.in,084-4979819
Greenwood Public School Branch 21,IGCSE,Sikkim,District 488,contact@greenwoodpublicschoolbranch21.edu.in,092-9560631
Carmel Secondary School Branch 99,NIOS,Tamil Nadu,District 444,contact@carmelsecondaryschoolbranch99.edu.in,078-2993427
New Era Convent Branch 3,NIOS,Telangana,District 585,contact@neweraconventbranch3.edu.in,085-1071190
KV Public School Branch 47,ICSE,Tripura,District 519,contact@kvpublicschoolbranch47.edu.in,021-2773260
Carmel Secondary School Branch 61,IGCSE,Uttar Pradesh,District 496,contact@carmelsecondaryschoolbranch61.edu.in,019-4027114
Heritage High School Branch 4,IGCSE,Uttarakhand,District 43,contact@heritagehighschoolbranch4.edu.in,094-7719452
Global Primary School Branch 12,IB,West Bengal,District 505,contact@globalprimaryschoolbranch12.edu.in,049-3777955
St. Joseph's Academy Branch 76,ICSE,Andaman and Nicobar Islands,District 138,contact@stjosephsacademybranch76.edu.in,043-6431637
KV Convent Branch 43,IB,Chandigarh,District 179,contact@kvconventbranch43.edu.in,043-4531194
KV Primary School Branch 14,NIOS,Dadra and Nagar Haveli,District 526,contact@kvprimaryschoolbranch14.edu.in,041-1649827
Vivekananda Vidyalaya Branch 11,NIOS,Lakshadweep,District 75,contact@vivekanandavidyalayabranch11.edu.in,030-5201201
Government High School Branch 70,ICSE,Delhi,District 248,contact@governmenthighschoolbranch70.edu.in,067-1488662
New Era International Branch 15,State Board,Puducherry,District 406,contact@newerainternationalbranch15.edu.in,090-1057597
Bharatiya High School Branch 84,IB,Ladakh,District 452,contact@bharatiyahighschoolbranch84.edu.in,019-9723791
Vidya Mandir International Branch 12,IB,Jammu and Kashmir,District 271,contact@vidyamandirinternationalbranch12.edu.in,082-8459245
Adarsh Academy Branch 34,IB,Andhra Pradesh,District 666,contact@adarshacademybranch34.edu.in,077-4254753
Adarsh Convent Branch 25,CBSE,Arunachal Pradesh,District 75,contact@adarshconventbranch25.edu.in,085-7031621
Heritage High School Branch 9,ICSE,Assam,District 387,contact@heritagehighschoolbranch9.edu.in,031-7970511
Vidya Mandir High School Branch 1,NIOS,Bihar,District 41,contact@vidyamandirhighschoolbranch1.edu.in,056-5297876
Greenwood Primary School Branch 50,ICSE,Chhattisgarh,District 352,contact@greenwoodprimaryschoolbranch50.edu.in,094-4751652
Tagore Public School Branch 52,ICSE,Goa,District 566,contact@tagorepublicschoolbranch52.edu.in,062-7298380
Navodaya Secondary School Branch 98,IGCSE,Gujarat,District 671,contact@navodayasecondaryschoolbranch98.edu.in,083-9901065
New Era High School Branch 85,State Board,Haryana,District 547,contact@newerahighschoolbranch85.edu.in,049-5118196
Bharatiya Convent Branch 99,IGCSE,Himachal Pradesh,District 229,contact@bharatiyaconventbranch99.edu.in,031-6635596
New Era Secondary School Branch 39,CBSE,Jharkhand,District 428,contact@newerasecondaryschoolbranch39.edu.in,047-6562072
Vivekananda Public School Branch 23,IB,Karnataka,District 90,contact@vivekanandapublicschoolbranch23.edu.in,083-2723746
KV International Branch 5,NIOS,Kerala,District 29,contact@kvinternationalbranch5.edu.in,037-1684001
Model Academy Branch 90,ICSE,Madhya Pradesh,District 148,contact@modelacademybranch90.edu.in,064-4614788
Model High School Branch 22,CBSE,Maharashtra,District 425,contact@modelhighschoolbranch22.edu.in,025-7843413
Heritage International Branch 81,ICSE,Manipur,District 6,contact@heritageinternationalbranch81.edu.in,059-2531102
St. Joseph's Public School Branch 19,CBSE,Meghalaya,District 683,contact@stjosephspublicschoolbranch19.edu.in,064-3405914
Greenwood Vidyalaya Branch 88,ICSE,Mizoram,District 601,contact@greenwoodvidyalayabranch88.edu.in,034-1416054
KV International Branch 67,NIOS,Nagaland,District 475,contact@kvinternationalbranch67.edu.in,018-7786978
Tagore International Branch 53,State Board,Odisha,District 370,contact@tagoreinternationalbranch53.edu.in,066-9476455
Government Academy Branch 41,CBSE,Punjab,District 444,contact@governmentacademybranch41.edu.in,084-6181363
Government Primary School Branch 42,CBSE,Rajasthan,District 56,contact@governmentprimaryschoolbranch42.edu.in,036-7611510
New Era Vidyalaya Branch 53,IGCSE,Sikkim,District 698,contact@neweravidyalayabranch53.edu.in,061-5299156
Tagore Public School Branch 66,IGCSE,Tamil Nadu,District 118,contact@tagorepublicschoolbranch66.edu.in,016-2601784
Bharatiya Secondary School Branch 83,NIOS,Telangana,District 553,contact@bharatiyasecondaryschoolbranch83.edu.in,011-7863590
Vidya Mandir International Branch 61,NIOS,Tripura,District 292,contact@vidyamandirinternationalbranch61.edu.in,038-2576464
Heritage International Branch 6,IB,Uttar Pradesh,District 639,contact@heritageinternationalbranch6.edu.in,050-4723086
Global Academy Branch 27,IGCSE,Uttarakhand,District 565,contact@globalacademybranch27.edu.in,085-2784239
Greenwood Convent Branch 13,IGCSE,West Bengal,District 170,contact@greenwoodconventbranch13.edu.in,080-3306654
Vivekananda High School Branch 100,ICSE,Andaman and Nicobar Islands,District 29,contact@vivekanandahighschoolbranch100.edu.in,044-9182594
Navodaya Vidyalaya Branch 43,IB,Chandigarh,District 359,contact@navodayavidyalayabranch43.edu.in,078-2546339
KV Public School Branch 87,State Board,Dadra and Nagar Haveli,District 334,contact@kvpublicschoolbranch87.edu.in,056-9839465
KV Convent Branch 6,CBSE,Lakshadweep,District 398,contact@kvconventbranch6.edu.in,027-7991656
Global Primary School Branch 68,CBSE,Delhi,District 510,contact@globalprimaryschoolbranch68.edu.in,034-4576879
Saraswati Vidyalaya Branch 62,CBSE,Puducherry,District 616,contact@saraswatividyalayabranch62.edu.in,017-1210966
Global Public School Branch 70,NIOS,Ladakh,District 219,contact@globalpublicschoolbranch70.edu.in,052-4003576
Vidya Mandir Secondary School Branch 92,NIOS,Jammu and Kashmir,District 376,contact@vidyamandirsecondaryschoolbranch92.edu.in,062-9690056
Army Primary School Branch 63,IGCSE,Andhra Pradesh,District 209,contact@armyprimaryschoolbranch63.edu.in,061-1136186
Government International Branch 88,ICSE,Arunachal Pradesh,District 374,contact@governmentinternationalbranch88.edu.in,052-8001786
St. Joseph's Vidyalaya Branch 3,IB,Assam,District 578,contact@stjosephsvidyalayabranch3.edu.in,067-1340873
Vidya Mandir Primary School Branch 68,CBSE,Bihar,District 134,contact@vidyamandirprimaryschoolbranch68.edu.in,085-2834456
Tagore Convent Branch 39,State Board,Chhattisgarh,District 391,contact@tagoreconventbranch39.edu.in,034-5086797
Global Vidyalaya Branch 97,IGCSE,Goa,District 503,contact@globalvidyalayabranch97.edu.in,096-8207400
Vivekananda Public School Branch 49,IB,Gujarat,District 17,contact@vivekanandapublicschoolbranch49.edu.in,030-1419703
Government High School Branch 59,CBSE,Haryana,District 665,contact@governmenthighschoolbranch59.edu.in,039-2845180
KV Vidyalaya Branch 48,ICSE,Himachal Pradesh,District 424,contact@kvvidyalayabranch48.edu.in,042-8048382
Greenwood Academy Branch 21,CBSE,Jharkhand,District 698,contact@greenwoodacademybranch21.edu.in,033-6862986
Vivekananda Primary School Branch 73,State Board,Karnataka,District 113,contact@vivekanandaprimaryschoolbranch73.edu.in,096-7062384
Greenwood Secondary School Branch 18,ICSE,Kerala,District 44,contact@greenwoodsecondaryschoolbranch18.edu.in,026-3208352
KV Vidyalaya Branch 5,ICSE,Madhya Pradesh,District 141,contact@kvvidyalayabranch5.edu.in,079-1351644
Vidya Mandir Public School Branch 39,NIOS,Maharashtra,District 161,contact@vidyamandirpublicschoolbranch39.edu.in,072-9197769
New Era Secondary School Branch 28,NIOS,Manipur,District 657,contact@newerasecondaryschoolbranch28.edu.in,062-7176879
Army Public School Branch 25,State Board,Meghalaya,District 518,contact@armypublicschoolbranch25.edu.in,029-2143083
St. Joseph's Vidyalaya Branch 53,ICSE,Mizoram,District 523,contact@stjosephsvidyalayabranch53.edu.in,069-9735007
